INCIDENT_NUMBER,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,YEAR,MONTH,HOUR,STREET
202002077,Medical Assistance,FIREARM/WEAPON - FOUND OR CONFISCATED,E5,2020,1,20,POPLAR ST
202002076,Towed,INVESTIGATE PERSON,B3,2020,1,19,SUTTON ST
202002075,Fraud,INVESTIGATE PERSON,D4,2020,1,11,BURBANK ST
202002073,Verbal Disputes,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,2020,1,0,WASHINGTON ST
202002072,Simple Assault,BURGLARY - RESIDENTIAL,B2,2020,1,7,JUDSON ST
202002071,Police Service Incidents,ASSAULT - AGGRAVATED,B2,2020,1,20,FRANCIS ST
202002070,Firearm Violations,VERBAL DISPUTE,C11,2020,1,20,GREENWICH ST
202002069,Recovered Stolen Property,INVESTIGATE PROPERTY,B2,2020,1,20,WASHINGTON ST
202002068,Simple Assault,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,A1,2020,1,20,
202002067,Verbal Disputes,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,2020,1,0,WASHINGTON ST
202002066,Investigate Property,LARCENY ALL OTHERS,B2,2020,1,17,INTERVALE ST
202002065,Medical Assistance,SEXUAL ASSAULT KIT COLLECTED,D14,2020,1,0,COMMONWEALTH AVE
202002063,Verbal Disputes,VERBAL DISPUTE,B2,2020,1,19,SEAVER ST
202002062,Towed,LARCENY ALL OTHERS,A1,2020,1,14,NEW SUDBURY ST
202002061,Medical Assistance,ASSAULT - SIMPLE,D4,2020,1,19,PARK DR
202002060,Aggravated Assault,INVESTIGATE PROPERTY,A1,2020,1,19,WINCHESTER ST
202002059,Medical Assistance,BURGLARY - RESIDENTIAL,B3,2020,1,16,COURTLAND RD
202002058,Warrant Arrests,TOWED MOTOR VEHICLE,A1,2020,1,7,BRIMMER ST
202002057,Simple Assault,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,2020,1,15,WASHINGTON ST
202002055,Motor Vehicle Accident Response,ASSAULT - AGGRAVATED,D4,2020,1,17,BOSTON MEDICAL CENTER PL
202002054,Larceny,M/V ACCIDENT - OTHER,E5,2020,1,19,
202002053,Property Found,SUICIDE / SUICIDE ATTEMPT,D4,2020,1,18,ALBANY ST
202002052,Property Found,INVESTIGATE PROPERTY,E13,2020,1,19,WILLIAMS ST
202002051,Motor Vehicle Accident Response,FIRE REPORT,E13,2020,1,19,S HUNTINGTON AVE
202002050,Verbal Disputes,LARCENY SHOPLIFTING,A1,2020,1,19,HANOVER ST
202002049,Investigate Person,LARCENY SHOPLIFTING,C11,2020,1,19,GENEVA AVE
202002048,Medical Assistance,ROBBERY,C11,2020,1,18,GENEVA AVE
202002047,Investigate Person,SICK/INJURED/MEDICAL - PERSON,E18,2020,1,18,
202002046,Medical Assistance,INVESTIGATE PERSON,C6,2020,1,19,BAXTER ST
202002045,Investigate Property,INVESTIGATE PROPERTY,E13,2020,1,19,WASHINGTON ST
202002044,Investigate Person,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B2,2020,1,18,MCGREEVEY WAY
202002043,Investigate Property,ASSAULT - SIMPLE,B3,2020,1,18,WITHINGTON ST
202002042,Investigate Person,SICK/INJURED/MEDICAL - PERSON,E18,2020,1,18,METROPOLITAN AVE
202002041,Simple Assault,SUICIDE / SUICIDE ATTEMPT,C11,2020,1,17,MARYLAND ST
202002040,Drug Violation,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,2020,1,18,
202002039,Motor Vehicle Accident Response,TOWED MOTOR VEHICLE,E13,2020,1,17,MOZART ST
202002038,Larceny,LARCENY SHOPLIFTING,C6,2020,1,16,DISTRICT AVE
202002037,Harassment,LARCENY THEFT FROM BUILDING,C6,2020,1,16,ALLSTATE RD
202002036,Missing Person Located,VERBAL DISPUTE,B2,2020,1,17,HUMBOLDT AVE
202002035,Investigate Property,INVESTIGATE PROPERTY,B3,2020,1,9,HARVARD ST
202002034,Investigate Property,ASSAULT - SIMPLE,B2,2020,1,17,WARREN ST
202002033,Counterfeiting,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,2020,1,17,NEWBURG ST
202002032,Larceny,VIOLATION - RESTRAINING ORDER (NO ARREST),E13,2020,1,17,WASHINGTON ST
202002031,Motor Vehicle Accident Response,INVESTIGATE PERSON,A1,2020,1,17,AVENUE DE LAFAYETTE
202002030,Larceny,ASSAULT - SIMPLE,C11,2020,1,17,ADAMS ST
202002029,Drug Violation,ASSAULT - SIMPLE,A1,2020,1,0,NEW SUDBURY ST
202002028,Aggravated Assault,VERBAL DISPUTE,B2,2020,1,16,CAWFIELD ST
202002026,Disorderly Conduct,VERBAL DISPUTE,B3,2020,1,17,SOUTHMERE RD
202002025,Drug Violation,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B2,2020,1,17,WARREN ST
202002024,Drug Violation,LARCENY ALL OTHERS,B2,2020,1,17,COLUMBIA RD
202002023,Drug Violation,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,E18,2020,1,16,OSCEOLA ST
202002022,Drug Violation,M/V ACCIDENT - OTHER CITY VEHICLE,E18,2020,1,17,HYDE PARK AVE
202002021,Verbal Disputes,VERBAL DISPUTE,B2,2020,1,17,COLUMBIA RD
202002020,Fire Related Reports,BURGLARY - RESIDENTIAL,B2,2020,1,14,MAGAZINE ST
202002019,Larceny,MISSING PERSON - LOCATED,D14,2020,1,0,WASHINGTON ST
202002018,Motor Vehicle Accident Response,SICK ASSIST,A1,2020,1,16,STANIFORD ST
202002016,Verbal Disputes,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4,2020,1,17,
202002015,Verbal Disputes,PROPERTY - FOUND,A1,2020,1,16,TREMONT ST
202002014,Property Found,ASSAULT - SIMPLE,D4,2020,1,16,WESTLAND AVE
202002013,Medical Assistance,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B2,2020,1,17,LONGWOOD AVE
202002012,Verbal Disputes,THREATS TO DO BODILY HARM,B3,2020,1,17,ROCKWELL ST
202002011,Motor Vehicle Accident Response,LARCENY SHOPLIFTING,A1,2020,1,16,WASHINGTON ST
202002010,Motor Vehicle Accident Response,ROBBERY,E5,2020,1,19,CENTRE ST
202002009,Other,THREATS TO DO BODILY HARM,C6,2020,1,7,W NINTH ST
202002008,Violations,FRAUD - FALSE PRETENSE / SCHEME,D4,2020,1,12,HARRISON AVE
202002007,Larceny,INVESTIGATE PERSON,E5,2020,1,16,JOHNSWOOD RD
202002006,Larceny,LARCENY ALL OTHERS,E13,2020,1,14,COLUMBUS AVE
202002005,Investigate Person,ROBBERY,E13,2020,1,16,CENTRE ST
202002004,Drug Violation,INVESTIGATE PROPERTY,A1,2020,1,16,LEGENDS WAY
202002003,Larceny,LARCENY ALL OTHERS,D14,2020,1,13,WASHINGTON ST
202002002,Landlord/Tenant Disputes,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),C11,2020,1,15,WASHINGTON ST
202002001,Vandalism,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,2020,1,0,HARRISON AVE
202001999,Investigate Person,INVESTIGATE PERSON,B3,2020,1,15,MA-28
202001998,Other,FRAUD - FALSE PRETENSE / SCHEME,E5,2020,1,9,WASHINGTON ST
202001997,Motor Vehicle Accident Response,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E18,2020,1,15,HYDE PARK AVE
202001996,Property Lost,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,2020,1,18,GIBSON ST
202001995,Larceny,ASSAULT - SIMPLE,B2,2020,1,12,MAPLE ST
202001893,Drug Violation,PROPERTY - ACCIDENTAL DAMAGE,D14,2020,1,0,GOODENOUGH ST
202001892,Drug Violation,INVESTIGATE PERSON,C6,2020,1,5,F ST
202001891,Missing Person Reported,LARCENY SHOPLIFTING,A1,2020,1,9,SUMMER ST
202001890,Medical Assistance,PROPERTY - LOST/ MISSING,B2,2020,1,9,MONADNOCK ST
202001889,Investigate Person,BURGLARY - RESIDENTIAL,E5,2020,1,8,SPRING ST
202001888,Investigate Person,TOWED MOTOR VEHICLE,B2,2020,1,7,HUNTINGTON AVE
202001887,Investigate Person,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B2,2020,1,8,HUNTINGTON AVE
202001886,Property Lost,INVESTIGATE PERSON,A7,2020,1,7,SARATOGA ST
202001885,Drug Violation,SUDDEN DEATH,B2,2020,1,8,HILLSIDE ST
202001883,Landlord/Tenant Disputes,BURGLARY - RESIDENTIAL,E13,2020,1,8,YALE TER
202001882,Robbery,ASSAULT - SIMPLE,E13,2020,1,7,CENTRE ST
202001880,Fraud,M/V ACCIDENT - PERSONAL INJURY,B2,2020,1,7,
202001879,Verbal Disputes,PROPERTY - LOST/ MISSING,C11,2020,1,7,GIBSON ST
202001878,Verbal Disputes,INVESTIGATE PERSON,C11,2020,1,6,LITHGOW ST
202001877,Medical Assistance,M/V ACCIDENT - PROPERTY DAMAGE,B2,2020,1,6,BROOKLINE AVE
202001876,Residential Burglary,SICK/INJURED/MEDICAL - PERSON,C11,2020,1,5,ADAMS ST
202001875,Larceny From Motor Vehicle,ASSAULT - SIMPLE,C6,2020,1,5,DR. MICHAEL GAVIN WAY
202001874,Drug Violation,PROPERTY - FOUND,B3,2020,1,6,BLUE HILL AVE
202001873,Drug Violation,VANDALISM,C11,2020,1,5,QUINCY ST
202001872,Vandalism,ASSAULT - SIMPLE,E5,2020,1,4,SYCAMORE ST
202001871,Restraining Order Violations,VERBAL DISPUTE,B2,2020,1,4,MOUNT PLEASANT TER
202001870,Motor Vehicle Accident Response,SICK ASSIST,D14,2020,1,3,DONNYBROOK RD
202001869,Fraud,VANDALISM,C11,2020,1,23,CONRAD ST
202001868,Simple Assault,VERBAL DISPUTE,E18,2020,1,3,REDDY AVE
202001866,Investigate Person,INVESTIGATE PERSON,C6,2020,1,2,E SECOND ST
202001865,Medical Assistance,BURGLARY - RESIDENTIAL,D4,2020,1,2,CAMDEN ST
202001864,Ballistics,VIOLATION - RESTRAINING ORDER (NO ARREST),C11,2020,1,2,MOUNT EVERETT ST
202001863,Drug Violation,VERBAL DISPUTE,D14,2020,1,0,NONANTUM ST
202001862,Other,ASSAULT - SIMPLE,B3,2020,1,1,RIVER ST
202001861,Confidence Games,BALLISTICS EVIDENCE/FOUND,B2,2020,1,1,E COTTAGE ST
202001860,Property Lost,VERBAL DISPUTE,A7,2020,1,0,PRESCOTT ST
202001859,Other Burglary,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,2020,1,1,
202001858,Auto Theft,VAL - VIOLATION OF AUTO LAW,A1,2020,1,1,
202001857,Motor Vehicle Accident Response,BURGLARY - RESIDENTIAL,C6,2020,1,0,BOSTON ST
202001856,Fraud,M/V ACCIDENT - PERSONAL INJURY,B2,2020,1,23,
202001855,Property Lost,VERBAL DISPUTE,D14,2020,1,0,ASHFORD ST
202001854,Confidence Games,ASSAULT - AGGRAVATED,A1,2020,1,0,TREMONT ST
202001853,Aggravated Assault,M/V ACCIDENT - PERSONAL INJURY,E5,2020,1,0,BELGRADE AVE
202001852,Verbal Disputes,MISSING PERSON - LOCATED,B3,2020,1,0,HARVARD ST
202001851,Investigate Person,ASSAULT - SIMPLE,D4,2020,1,23,HARRISON AVE
202001850,Confidence Games,SICK/INJURED/MEDICAL - POLICE,D14,2020,1,6,WASHINGTON ST
202001849,Medical Assistance,MISSING PERSON - LOCATED,D4,2020,1,0,MASSACHUSETTS AVE
202001848,Motor Vehicle Accident Response,INVESTIGATE PERSON,C11,2020,1,0,WASHINGTON ST
202001847,Vandalism,MISSING PERSON - LOCATED,B2,2020,1,20,ALLEGHANY ST
202001846,Missing Person Reported,VERBAL DISPUTE,C11,2020,1,23,DORCHESTER AVE
202001845,Auto Theft,ASSAULT - SIMPLE,D4,2020,1,0,
202001844,Auto Theft Recovery,MISSING PERSON - LOCATED,B2,2020,1,14,WASHINGTON ST
202001843,Simple Assault,M/V ACCIDENT - PROPERTY DAMAGE,C11,2020,1,23,BUTTONWOOD ST
202001842,Medical Assistance,VERBAL DISPUTE,B3,2020,1,23,AMERICAN LEGION HWY
202001841,Motor Vehicle Accident Response,LARCENY THEFT FROM BUILDING,B2,2020,1,15,WASHINGTON ST
202001840,Harassment,INVESTIGATE PERSON,E13,2020,1,22,BYNNER ST
202001838,Simple Assault,BURGLARY - RESIDENTIAL,D14,2020,1,22,GARDNER ST
202001836,Violations,LARCENY THEFT FROM BUILDING,E13,2020,1,21,WALDEN ST
202001835,Investigate Person,ROBBERY,E13,2020,1,21,S HUNTINGTON AVE
202001834,Investigate Person,INVESTIGATE PERSON,C11,2020,1,22,NORTON ST
202001833,Medical Assistance,M/V ACCIDENT - PERSONAL INJURY,D4,2020,1,22,ALBANY ST
202001832,Larceny,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,2020,1,10,
202001831,Investigate Person,VERBAL DISPUTE,B3,2020,1,21,ABBOT ST
202001830,Larceny,LARCENY PICK-POCKET,B3,2020,1,22,
202001829,Police Service Incidents,INVESTIGATE PROPERTY,C6,2020,1,21,BUTTONWOOD ST
202001828,Drug Violation,VERBAL DISPUTE,A15,2020,1,21,CAMBRIDGE ST
202001827,Search Warrants,VERBAL DISPUTE,A15,2020,1,13,POLK ST
202001826,Firearm Violations,INVESTIGATE PERSON,B2,2020,1,21,SAINT JAMES ST
202001825,Drug Violation,INVESTIGATE PERSON,B3,2020,1,21,CROWELL ST
202001824,Property Lost,ASSAULT - SIMPLE,A7,2020,1,21,
202001822,Medical Assistance,VERBAL DISPUTE,B3,2020,1,20,GLENWAY ST
202001821,Investigate Person,VERBAL DISPUTE,E13,2020,1,20,HEATH ST
202001819,Property Lost,SICK ASSIST,D14,2020,1,20,
202001818,Medical Assistance,VERBAL DISPUTE,C11,2020,1,21,TOLEDO TER
202001817,Property Found,MISSING PERSON,C11,2020,1,16,MOULTRIE ST
202001816,Medical Assistance,LARCENY ALL OTHERS,E18,2020,1,15,OSCEOLA ST
202001815,Medical Assistance,VERBAL DISPUTE,B3,2020,1,20,GLADESIDE AVE
202001814,Warrant Arrests,ASSAULT - SIMPLE,B2,2020,1,20,BROOK AVE
202001813,Residential Burglary,SICK ASSIST,C11,2020,1,20,WASHINGTON ST
202001812,Other,DEATH INVESTIGATION,C6,2020,1,20,
202001811,Investigate Property,LARCENY SHOPLIFTING,D4,2020,1,20,RING RD
202001810,Towed,M/V ACCIDENT - PROPERTY DAMAGE,E5,2020,1,20,LAGRANGE ST
202001809,Medical Assistance,FIRE REPORT,E13,2020,1,20,HEATH ST
202001808,Larceny,SICK ASSIST,B3,2020,1,18,NORFOLK ST
202001807,Drug Violation,SUDDEN DEATH,A15,2020,1,11,TIBBETT'S TOWN WAY
202001806,License Violation,BURGLARY - RESIDENTIAL,B3,2020,1,20,WOODRUFF WAY
202001805,Vandalism,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,2020,1,9,CHESTNUT HILL AVE
202001804,Residential Burglary,DEATH INVESTIGATION,C6,2020,1,16,K ST
202001803,Motor Vehicle Accident Response,SICK/INJURED/MEDICAL - PERSON,C11,2020,1,19,WAINWRIGHT ST
202001802,Aggravated Assault,TOWED MOTOR VEHICLE,C11,2020,1,18,DORCHESTER AVE
202001801,Verbal Disputes,ASSAULT - SIMPLE,C6,2020,1,19,B ST
202001799,Motor Vehicle Accident Response,ASSAULT - SIMPLE,A1,2020,1,18,TREMONT ST
202001798,Larceny,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,2020,1,18,
202001797,Confidence Games,LARCENY SHOPLIFTING,D4,2020,1,19,HUNTINGTON AVE
202001796,Motor Vehicle Accident Response,FIRE REPORT,B3,2020,1,19,ITASCA ST
202001795,Confidence Games,FRAUD - FALSE PRETENSE / SCHEME,B2,2020,1,11,WASHINGTON ST
202001794,Residential Burglary,FIRE REPORT,D4,2020,1,6,WELLINGTON ST
202001793,Medical Assistance,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,2020,1,17,MASSACHUSETTS AVE
202001792,Larceny,LARCENY THEFT FROM BUILDING,E13,2020,1,13,CENTRE ST
202001791,Larceny,VIOLATION - CITY ORDINANCE,A1,2020,1,17,TREMONT ST
202001790,Property Lost,SICK ASSIST,E5,2020,1,18,VFW PKWY
202001789,Towed,M/V ACCIDENT - PROPERTY DAMAGE,B3,2020,1,18,BLUE HILL AVE
202001788,Medical Assistance,VERBAL DISPUTE,B3,2020,1,18,NORFOLK ST
202001786,Missing Person Reported,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,2020,1,19,CENTRE ST
202001785,Other,VERBAL DISPUTE,B2,2020,1,18,BLUE HILL AVE
202001783,Motor Vehicle Accident Response,LARCENY THEFT OF BICYCLE,D4,2020,1,5,GAINSBOROUGH ST
202001782,Simple Assault,SICK/INJURED/MEDICAL - PERSON,D4,2020,1,18,DARTMOUTH ST
202001781,Robbery,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,2020,1,18,NEW SUDBURY ST
202001780,Aggravated Assault,LARCENY THEFT FROM BUILDING,A1,2020,1,17,CONGRESS ST
202001779,Simple Assault,INVESTIGATE PERSON,B2,2020,1,15,M.L.K. JR BLVD
202001778,Other,INVESTIGATE PERSON,C11,2020,1,14,GREENWOOD PARK
202001777,Verbal Disputes,INVESTIGATE PERSON,E13,2020,1,18,
202001775,Larceny From Motor Vehicle,LARCENY THEFT FROM BUILDING,A1,2020,1,18,N MARGIN ST
202001774,Investigate Person,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,2020,1,17,GIBSON ST
202001773,Investigate Person,SICK ASSIST,B3,2020,1,17,NORFOLK ST
202001772,Larceny,SICK/INJURED/MEDICAL - PERSON,D4,2020,1,18,LENOX ST
202001771,Towed,INVESTIGATE PROPERTY,B2,2020,1,16,COPELAND PARK
202001770,Property Lost,INVESTIGATE PERSON,E13,2020,1,17,BOURNE ST
202001769,Other,VERBAL DISPUTE,A7,2020,1,16,BORDER ST
202001768,Other Burglary,THREATS TO DO BODILY HARM,B2,2020,1,12,WASHINGTON ST
202001767,Medical Assistance,THREATS TO DO BODILY HARM,D4,2020,1,13,ALBANY ST
202001766,Motor Vehicle Accident Response,MISSING PERSON - LOCATED,C11,2020,1,17,TALBOT AVE
202001765,Motor Vehicle Accident Response,PROPERTY - LOST/ MISSING,C11,2020,1,10,GIBSON ST
202001764,Investigate Person,INVESTIGATE PERSON,B3,2020,1,17,THETFORD AVE
202001763,Auto Theft,LARCENY THEFT FROM BUILDING,E18,2020,1,18,HYDE PARK AVE
202001762,Motor Vehicle Accident Response,LARCENY SHOPLIFTING,D4,2020,1,17,RING RD
202001758,Missing Person Reported,VAL - OPERATING AFTER REV/SUSP.,E18,2020,1,17,
202001757,Property Found,VERBAL DISPUTE,D4,2020,1,17,HUNTINGTON AVE
202001756,Other,M/V ACCIDENT - PROPERTY DAMAGE,B2,2020,1,16,
202001755,Larceny,ASSAULT - SIMPLE,A15,2020,1,17,RUTHERFORD AVE
202001754,Residential Burglary,VERBAL DISPUTE,C11,2020,1,17,BOWDOIN AVE
202001753,Towed,INVESTIGATE PROPERTY,E5,2020,1,17,WASHINGTON ST
202001752,Police Service Incidents,VANDALISM,D4,2020,1,14,PETERBOROUGH ST
202001751,Motor Vehicle Accident Response,LARCENY THEFT FROM BUILDING,B2,2020,1,15,WASHINGTON ST
202001749,Other,HARASSMENT/ CRIMINAL HARASSMENT,E13,2020,1,16,CENTRE ST
202001748,Drug Violation,VERBAL DISPUTE,B3,2020,1,17,JACOB ST
202001747,Larceny,PROPERTY - LOST/ MISSING,B2,2020,1,15,WASHINGTON ST
202001745,Police Service Incidents,Fondling - Indecent Assault,C6,2020,1,0,W EIGHTH ST
202001744,Investigate Person,BURGLARY - RESIDENTIAL,B2,2020,1,9,COLUMBIA RD
202001743,Aggravated Assault,LARCENY SHOPLIFTING,C6,2020,1,16,DORCHESTER ST
202001742,Warrant Arrests,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,2020,1,19,GIBSON ST
202001741,Auto Theft,SICK ASSIST,E5,2020,1,16,VFW PKWY
202001740,Larceny,LARCENY SHOPLIFTING,E18,2020,1,16,AMERICAN LEGION HWY
202001739,Other,ASSAULT - AGGRAVATED,D4,2020,1,16,E NEWTON ST
202001738,Property Found,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,2020,1,15,WASHINGTON ST
202001737,Other,M/V ACCIDENT - OTHER,C11,2020,1,16,DRAPER ST
202001736,Medical Assistance,ASSAULT - SIMPLE,A1,2020,1,16,STANIFORD ST
202001735,Larceny From Motor Vehicle,FRAUD - CREDIT CARD / ATM FRAUD,C11,2020,1,15,HAMILTON ST
202001734,Confidence Games,LARCENY ALL OTHERS,C6,2020,1,16,EMERSON ST
202001733,Medical Assistance,HARASSMENT/ CRIMINAL HARASSMENT,C11,2020,1,17,GIBSON ST
202001732,Motor Vehicle Accident Response,ASSAULT - SIMPLE,D4,2020,1,13,BOYLSTON ST
202001731,Investigate Property,MISSING PERSON - LOCATED,B2,2020,1,16,ALLEGHANY ST
202001730,Motor Vehicle Accident Response,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,2020,1,16,
202001729,Motor Vehicle Accident Response,PROPERTY - FOUND,C11,2020,1,15,TREMLETT ST
202001728,Investigate Property,SICK ASSIST,E13,2020,1,15,GROTTO GLEN RD
202001727,Towed,VERBAL DISPUTE,D4,2020,1,4,SHAWMUT AVE
202001725,Vandalism,ASSAULT - SIMPLE,E13,2020,1,9,CANTERBURY ST
202001724,Vandalism,VERBAL DISPUTE,B3,2020,1,16,WELLINGTON HILL ST
202001723,Vandalism,TRESPASSING,A1,2020,1,16,TREMONT ST
202001722,Vandalism,FIRE REPORT,E5,2020,1,15,BELGRADE AVE
202001721,Vandalism,VERBAL DISPUTE,E18,2020,1,16,MOUNT PLEASANT ST
202001720,Motor Vehicle Accident Response,VERBAL DISPUTE,B3,2020,1,16,BLUE HILL AVE
202001719,Medical Assistance,VERBAL DISPUTE,C11,2020,1,15,DORCHESTER AVE
202001718,Other,HARASSMENT/ CRIMINAL HARASSMENT,B3,2020,1,16,
202001717,Property Found,DRUGS - POSSESSION OF DRUG PARAPHANALIA,A1,2020,1,13,WASHINGTON ST
202001716,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E5,2020,1,15,BELLEVUE ST
202001715,Fraud,SICK/INJURED/MEDICAL - PERSON,A1,2020,1,15,MARTHA RD
202001714,Larceny From Motor Vehicle,LARCENY SHOPLIFTING,E18,2020,1,15,RIVER ST
202001713,Warrant Arrests,M/V ACCIDENT - POLICE VEHICLE,D4,2020,1,15,
202001712,Towed,INVESTIGATE PERSON,D4,2020,1,15,WARREN AVE
202001709,Motor Vehicle Accident Response,VERBAL DISPUTE,C6,2020,1,15,MONSIGNOR DENNIS F O'CALLAGHAN WAY
202001708,Residential Burglary,INVESTIGATE PERSON,E18,2020,1,15,METROPOLITAN AVE
202001707,Towed,M/V - LEAVING SCENE - PROPERTY DAMAGE,A15,2020,1,6,VINE ST
202001706,Property Lost,HARASSMENT/ CRIMINAL HARASSMENT,B2,2020,1,0,CLIFFORD ST
202001704,Counterfeiting,ASSAULT - SIMPLE,B2,2020,1,13,NAZING CT
202001702,Property Found,VERBAL DISPUTE,B3,2020,1,14,NORFOLK ST
202001701,Verbal Disputes,VERBAL DISPUTE,B2,2020,1,15,SMITH ST
202001700,Medical Assistance,INVESTIGATE PERSON,D4,2020,1,22,HARRISON AVE
202001699,Larceny,THREATS TO DO BODILY HARM,A15,2020,1,14,MEDFORD ST
202001698,Simple Assault,VANDALISM,B2,2020,1,0,WASHINGTON ST
202001697,Other,VAL - VIOLATION OF AUTO LAW,B2,2020,1,14,
202001696,Medical Assistance,FIREARM/WEAPON - FOUND OR CONFISCATED,C11,2020,1,14,WASHINGTON ST
202001695,Medical Assistance,THREATS TO DO BODILY HARM,C6,2020,1,13,MASSACHUSETTS AVE
202001692,License Violation,ROBBERY,D4,2020,1,0,HARRISON AVE
202001689,Simple Assault,VANDALISM,C6,2020,1,21,W BROADWAY
202001687,Drug Violation,SICK ASSIST,D14,2020,1,13,COMMONWEALTH AVE
202001686,Investigate Person,ASSAULT - SIMPLE,C11,2020,1,14,WASHINGTON ST
202001685,Verbal Disputes,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,2020,1,14,SUMMER ST
202001684,Other,INVESTIGATE PROPERTY,E5,2020,1,14,
202001683,Larceny,SICK ASSIST,D14,2020,1,14,DUNBOY ST
202001680,Vandalism,SICK ASSIST,B3,2020,1,13,AMERICAN LEGION HWY
202001679,Motor Vehicle Accident Response,INVESTIGATE PROPERTY,B2,2020,1,13,COPELAND ST
202001677,Robbery,LARCENY SHOPLIFTING,D4,2020,1,14,BOYLSTON ST
202001676,Simple Assault,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,C11,2020,1,1,GREENBRIER ST
202001675,Aggravated Assault,SICK ASSIST,A15,2020,1,13,FIRST AVE
202001674,Verbal Disputes,LARCENY THEFT FROM BUILDING,C11,2020,1,3,GIBSON ST
202001673,Medical Assistance,LARCENY ALL OTHERS,A1,2020,1,12,NEW SUDBURY ST
202001672,Other,LARCENY THEFT FROM BUILDING,C11,2020,1,13,GIBSON ST
202001671,Motor Vehicle Accident Response,INVESTIGATE PROPERTY,D4,2020,1,14,MASSACHUSETTS AVE
202001670,Motor Vehicle Accident Response,TOWED MOTOR VEHICLE,A15,2020,1,10,EIGHTH ST
202001668,Other,INVESTIGATE PERSON,E18,2020,1,13,RIVERSIDE SQ
202001666,Motor Vehicle Accident Response,PROPERTY - FOUND,D4,2020,1,13,TREMONT ST
202001663,Vandalism,HARASSMENT/ CRIMINAL HARASSMENT,B2,2020,1,0,WASHINGTON ST
202001662,Ballistics,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,C6,2020,1,12,G ST
202001661,Medical Assistance,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,2020,1,13,WASHINGTON ST
202001659,Investigate Property,LARCENY SHOPLIFTING,D4,2020,1,12,NEWBURY ST
202001658,Simple Assault,TOWED MOTOR VEHICLE,D14,2020,1,12,LEICESTER ST
202001656,Verbal Disputes,FRAUD - FALSE PRETENSE / SCHEME,B2,2020,1,12,WASHINGTON ST
202001654,Simple Assault,VERBAL DISPUTE,B3,2020,1,11,WOODROW AVE
202001653,Simple Assault,SICK ASSIST,D4,2020,1,12,HARRISON AVE
202001652,Vandalism,SUDDEN DEATH,D14,2020,1,11,BEACON ST
202001651,Missing Person Located,LARCENY THEFT OF MV PARTS & ACCESSORIES,A7,2020,1,9,WALDEMAR AVE
202001650,Motor Vehicle Accident Response,FUGITIVE FROM JUSTICE,B2,2020,1,12,WARREN ST
202001648,Larceny,LARCENY THEFT OF BICYCLE,E13,2020,1,22,WASHINGTON ST
202001647,Drug Violation,ASSAULT - SIMPLE,D14,2020,1,12,PARK VALE AVE
202001646,Firearm Violations,INVESTIGATE PERSON,E18,2020,1,11,RIVER ST
202001644,Other,SICK ASSIST,D4,2020,1,11,PETERBOROUGH ST
202001643,Medical Assistance,LARCENY THEFT OF BICYCLE,D4,2020,1,18,PARK DR
202001642,Towed,TOWED MOTOR VEHICLE,A1,2020,1,7,MOUNT VERNON ST
202001641,Confidence Games,FRAUD - IMPERSONATION,B2,2020,1,12,WASHINGTON ST
202001640,Missing Person Located,VANDALISM,B3,2020,1,11,ANGELL ST
