INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
202003593,2610,Recovered Stolen Property,TRESPASSING,B3,427,0,1/14/2020 10:15,2020,1,Tuesday,10,,FESSENDEN ST,42.278559,-71.091997,"(42.27855900, -71.09199700)"
202003592,3831,Simple Assault,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,574,0,1/10/2020 18:00,2020,1,Friday,18,,WASHINGTON ST,42.309718,-71.104294,"(42.30971800, -71.10429400)"
202003591,3001,Verbal Disputes,DEATH INVESTIGATION,B2,264,0,1/14/2020 9:37,2020,1,Tuesday,9,,BLUE HILL AVE,42.319568,-71.077762,"(42.31956800, -71.07776200)"
202003590,3115,Investigate Property,INVESTIGATE PERSON,E13,607,0,1/14/2020 9:41,2020,1,Tuesday,9,,HEATH ST,42.326654,-71.106795,"(42.32665400, -71.10679500)"
202003589,3114,Medical Assistance,INVESTIGATE PROPERTY,C11,357,0,1/14/2020 10:48,2020,1,Tuesday,10,,WASHINGTON ST,42.296907,-71.072335,"(42.29690700, -71.07233500)"
202003588,3301,Verbal Disputes,VERBAL DISPUTE,A15,900,0,1/14/2020 10:02,2020,1,Tuesday,10,,WALFORD WAY,42.378827,-71.058946,"(42.37882700, -71.05894600)"
202003587,3410,Towed,TOWED MOTOR VEHICLE,D14,789,0,1/14/2020 10:36,2020,1,Tuesday,10,,SUTHERLAND RD,42.338152,-71.149558,"(42.33815200, -71.14955800)"
202003586,3114,Medical Assistance,INVESTIGATE PROPERTY,E18, ,0,1/11/2020 14:00,2020,1,Saturday,14,,HYDE PARK AVE,42.2426,-71.13035,"(42.24260000, -71.13035000)"
202003585,3410,Aggravated Assault,TOWED MOTOR VEHICLE,A15,45,0,1/14/2020 9:50,2020,1,Tuesday,9,,ELM ST,42.379849,-71.062004,"(42.37984900, -71.06200400)"
202003584,3410,Medical Assistance,TOWED MOTOR VEHICLE,A1,67,0,1/14/2020 7:57,2020,1,Tuesday,7,,IRVING ST,42.359951,-71.066352,"(42.35995100, -71.06635200)"
202003582,3410,Warrant Arrests,TOWED MOTOR VEHICLE,D14,796,0,1/14/2020 10:23,2020,1,Tuesday,10,,COMMONWEALTH AVE,42.350432,-71.127104,"(42.35043200, -71.12710400)"
202003581,1402,Simple Assault,VANDALISM,B2, ,0,1/14/2020 9:57,2020,1,Tuesday,9,,,42.309856,-71.092153,"(42.30985600, -71.09215300)"
202003580,614,Motor Vehicle Accident Response,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,691,0,1/13/2020 19:45,2020,1,Monday,19,,CENTRE ST,42.287093,-71.148221,"(42.28709300, -71.14822100)"
202003579,3018,Larceny,SICK/INJURED/MEDICAL - POLICE,A1,77,0,1/14/2020 9:46,2020,1,Tuesday,9,,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
202003578,3831,Property Found,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,520,0,1/13/2020 17:10,2020,1,Monday,17,,HYDE PARK AVE,42.256215,-71.124019,"(42.25621500, -71.12401900)"
202003577,1102,Property Found,FRAUD - FALSE PRETENSE / SCHEME,B2,282,0,1/2/2020 10:30,2020,1,Thursday,10,,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
202003576,1106,Motor Vehicle Accident Response,FRAUD - CREDIT CARD / ATM FRAUD,C11,355,0,1/13/2020 18:30,2020,1,Monday,18,,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
202003575,3005,Verbal Disputes,SICK ASSIST,E18,522,0,1/14/2020 9:50,2020,1,Tuesday,9,,HYDE PARK AVE,42.249479,-71.126487,"(42.24947900, -71.12648700)"
202003573,614,Investigate Person,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,131,0,1/14/2020 9:43,2020,1,Tuesday,9,,MARLBOROUGH ST,42.353145,-71.077639,"(42.35314500, -71.07763900)"
202003572,613,Medical Assistance,LARCENY SHOPLIFTING,A1,102,0,1/14/2020 9:05,2020,1,Tuesday,9,,,42.357174,-71.061268,"(42.35717400, -71.06126800)"
202003571,3114,Investigate Person,INVESTIGATE PROPERTY,A7,26,0,1/14/2020 8:00,2020,1,Tuesday,8,,BORDER ST,42.377875,-71.039952,"(42.37787500, -71.03995200)"
202003570,3201,Medical Assistance,PROPERTY - LOST/ MISSING,E18,520,0,1/13/2020 17:00,2020,1,Monday,17,,HYDE PARK AVE,42.256215,-71.124019,"(42.25621500, -71.12401900)"
202003569,3005,Investigate Property,SICK ASSIST,B2,320,0,1/14/2020 9:19,2020,1,Tuesday,9,,HARTWELL ST,42.309363,-71.084167,"(42.30936300, -71.08416700)"
202003568,619,Investigate Person,LARCENY ALL OTHERS,C11,355,0,1/4/2020 8:00,2020,1,Saturday,8,,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
202003567,614,Investigate Property,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,28,0,1/12/2020 17:00,2020,1,Sunday,17,,PARIS ST,42.370817,-71.03929,"(42.37081700, -71.03929000)"
202003566,3115,Investigate Person,INVESTIGATE PERSON,E13,574,0,1/14/2020 6:30,2020,1,Tuesday,6,,WASHINGTON ST,42.309718,-71.104294,"(42.30971800, -71.10429400)"
202003564,1106,Simple Assault,FRAUD - CREDIT CARD / ATM FRAUD,A1,77,0,1/14/2020 9:31,2020,1,Tuesday,9,,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
202003563,801,Drug Violation,ASSAULT - SIMPLE,B2,324,0,1/14/2020 9:14,2020,1,Tuesday,9,,BROOKFORD ST,42.318132,-71.074706,"(42.31813200, -71.07470600)"
202003561,3410,Motor Vehicle Accident Response,TOWED MOTOR VEHICLE,E18,503,0,1/14/2020 8:08,2020,1,Tuesday,8,,AMERICAN LEGION HWY,42.287476,-71.106954,"(42.28747600, -71.10695400)"
202003560,1102,Larceny,FRAUD - FALSE PRETENSE / SCHEME,E18,520,0,1/7/2020 16:30,2020,1,Tuesday,16,,HYDE PARK AVE,42.256215,-71.124019,"(42.25621500, -71.12401900)"
202003559,801,Harassment,ASSAULT - SIMPLE,B2,263,0,1/14/2020 8:35,2020,1,Tuesday,8,,DUDLEY ST,42.32356,-71.073742,"(42.32356000, -71.07374200)"
202003558,3410,Missing Person Located,TOWED MOTOR VEHICLE,B2,326,0,1/14/2020 7:45,2020,1,Tuesday,7,,PERTH ST,42.313099,-71.076397,"(42.31309900, -71.07639700)"
202003557,2647,Investigate Property,THREATS TO DO BODILY HARM,B3,565,0,1/14/2020 7:50,2020,1,Tuesday,7,,KINGBIRD RD,42.29234,-71.093382,"(42.29234000, -71.09338200)"
202003556,3410,Investigate Property,TOWED MOTOR VEHICLE,C11,462,0,1/14/2020 7:20,2020,1,Tuesday,7,,MALLON RD,42.302292,-71.075114,"(42.30229200, -71.07511400)"
202003554,614,Counterfeiting,LARCENY THEFT FROM MV - NON-ACCESSORY,E18,540,0,1/13/2020 18:30,2020,1,Monday,18,,HILLIS RD,42.250405,-71.131737,"(42.25040500, -71.13173700)"
202003553,3831,Larceny,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,169,0,1/14/2020 8:10,2020,1,Tuesday,8,,E NEWTON ST,42.336711,-71.07102,"(42.33671100, -71.07102000)"
202003552,3115,Motor Vehicle Accident Response,INVESTIGATE PERSON,C11,355,0,1/13/2020 11:30,2020,1,Monday,11,,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
202003551,3115,Larceny,INVESTIGATE PERSON,D14,779,0,1/14/2020 7:52,2020,1,Tuesday,7,,MORROW RD,42.353689,-71.149725,"(42.35368900, -71.14972500)"
202003550,3006,Drug Violation,SICK/INJURED/MEDICAL - PERSON,D4,152,0,1/14/2020 8:08,2020,1,Tuesday,8,,DARTMOUTH ST,42.343733,-71.074191,"(42.34373300, -71.07419100)"
202003547,3126,Aggravated Assault,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,E5,735,0,1/14/2020 8:02,2020,1,Tuesday,8,,CENTRE ST,42.283294,-71.157126,"(42.28329400, -71.15712600)"
202003546,3114,Disorderly Conduct,INVESTIGATE PROPERTY,B2,282,0,1/14/2020 8:05,2020,1,Tuesday,8,,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
202003545,617,Drug Violation,LARCENY THEFT FROM BUILDING,D14,784,0,1/13/2020 19:00,2020,1,Monday,19,,CAMBRIDGE ST,42.349962,-71.147625,"(42.34996200, -71.14762500)"
202003544,3301,Drug Violation,VERBAL DISPUTE,B3,449,0,1/14/2020 6:53,2020,1,Tuesday,6,,WHITFIELD ST,42.29169,-71.074472,"(42.29169000, -71.07447200)"
202003543,3831,Drug Violation,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,1/14/2020 6:58,2020,1,Tuesday,6,,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
202003542,801,Drug Violation,ASSAULT - SIMPLE,B2, ,0,1/14/2020 6:10,2020,1,Tuesday,6,,,42.311369,-71.081145,"(42.31136900, -71.08114500)"
202003541,615,Verbal Disputes,LARCENY THEFT OF MV PARTS & ACCESSORIES,E13,640,0,1/13/2020 19:00,2020,1,Monday,19,,LAMARTINE ST,42.312611,-71.108057,"(42.31261100, -71.10805700)"
202003540,3115,Fire Related Reports,INVESTIGATE PERSON,A7,21,0,1/14/2020 5:49,2020,1,Tuesday,5,,BREMEN ST,42.374743,-71.032076,"(42.37474300, -71.03207600)"
202003539,2007,Larceny,VIOLATION - RESTRAINING ORDER (NO ARREST),B2,292,0,1/14/2020 6:14,2020,1,Tuesday,6,,LAMBERT AVE,42.327952,-71.089768,"(42.32795200, -71.08976800)"
202003538,3115,Motor Vehicle Accident Response,INVESTIGATE PERSON,C11,356,0,1/14/2020 5:56,2020,1,Tuesday,5,,FAULKNER ST,42.299607,-71.060946,"(42.29960700, -71.06094600)"
202003537,3802,Verbal Disputes,M/V ACCIDENT - PROPERTY DAMAGE,B2,319,0,1/13/2020 6:45,2020,1,Monday,6,,,42.307694,-71.086627,"(42.30769400, -71.08662700)"
202003536,801,Verbal Disputes,ASSAULT - SIMPLE,B3, ,0,1/14/2020 0:00,2020,1,Tuesday,0,,AMES WAY,42.289657,-71.086344,"(42.28965700, -71.08634400)"
202003535,3114,Property Found,INVESTIGATE PROPERTY,B3,435,1,1/14/2020 3:52,2020,1,Tuesday,3,,EDSON ST,42.286236,-71.077682,"(42.28623600, -71.07768200)"
202003534,3115,Medical Assistance,INVESTIGATE PERSON,E18,501,0,1/14/2020 2:02,2020,1,Tuesday,2,,HYDE PARK AVE,42.279306,-71.119098,"(42.27930600, -71.11909800)"
202003533,520,Verbal Disputes,BURGLARY - RESIDENTIAL,D14,938,0,1/14/2020 2:15,2020,1,Tuesday,2,,FIDELIS WAY,42.345837,-71.144921,"(42.34583700, -71.14492100)"
202003532,3301,Motor Vehicle Accident Response,VERBAL DISPUTE,A15,58,0,1/14/2020 1:55,2020,1,Tuesday,1,,PHIPPS ST,42.376888,-71.066846,"(42.37688800, -71.06684600)"
202003531,801,Motor Vehicle Accident Response,ASSAULT - SIMPLE,B3,448,0,1/14/2020 1:50,2020,1,Tuesday,1,,NORWELL ST,42.293511,-71.077787,"(42.29351100, -71.07778700)"
202003530,619,Other,LARCENY ALL OTHERS,E13,579,0,1/14/2020 1:13,2020,1,Tuesday,1,,LAMARTINE ST,42.322149,-71.10091,"(42.32214900, -71.10091000)"
202003529,3006,Violations,SICK/INJURED/MEDICAL - PERSON,A1,117,0,1/14/2020 1:25,2020,1,Tuesday,1,,BOYLSTON ST,42.352311,-71.063705,"(42.35231100, -71.06370500)"
202003528,2905,Larceny,VAL - VIOLATION OF AUTO LAW,B3,457,0,1/14/2020 0:39,2020,1,Tuesday,0,,,42.300369,-71.086056,"(42.30036900, -71.08605600)"
202003527,423,Larceny,ASSAULT - AGGRAVATED,D4,273,0,1/14/2020 1:04,2020,1,Tuesday,1,,NORTHAMPTON ST,42.33665,-71.07841,"(42.33665000, -71.07841000)"
202003526,3301,Investigate Person,VERBAL DISPUTE,B3,468,0,1/14/2020 1:02,2020,1,Tuesday,1,,DUKE ST,42.28118,-71.09442,"(42.28118000, -71.09442000)"
202003525,2007,Drug Violation,VIOLATION - RESTRAINING ORDER (NO ARREST),C11,355,0,1/14/2020 0:35,2020,1,Tuesday,0,,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
202003524,3115,Larceny,INVESTIGATE PERSON,A1,120,0,1/14/2020 1:00,2020,1,Tuesday,1,,,42.351893,-71.070681,"(42.35189300, -71.07068100)"
202003523,3005,Landlord/Tenant Disputes,SICK ASSIST,B3,422,0,1/14/2020 0:00,2020,1,Tuesday,0,,RIVER ST,42.271329,-71.082998,"(42.27132900, -71.08299800)"
202003522,2670,Vandalism,HARASSMENT/ CRIMINAL HARASSMENT,B2,605,0,1/13/2020 22:57,2020,1,Monday,22,,PARKER HILL AVE,42.330933,-71.109564,"(42.33093300, -71.10956400)"
202003521,3801,Investigate Person,M/V ACCIDENT - OTHER,C11,462,0,1/13/2020 23:39,2020,1,Monday,23,,MALLON RD,42.302292,-71.075114,"(42.30229200, -71.07511400)"
202003520,3501,Other,MISSING PERSON,B3,432,0,1/13/2020 8:00,2020,1,Monday,8,,BALLOU AVE,42.285554,-71.082456,"(42.28555400, -71.08245600)"
202003519,3006,Motor Vehicle Accident Response,SICK/INJURED/MEDICAL - PERSON,A1, ,0,1/14/2020 0:08,2020,1,Tuesday,0,,,,,"(0.00000000, 0.00000000)"
202003518,3501,Property Lost,MISSING PERSON,B3,432,0,1/13/2020 8:00,2020,1,Monday,8,,BALLOU AVE,42.285554,-71.082456,"(42.28555400, -71.08245600)"
202003517,3301,Larceny,VERBAL DISPUTE,B2, ,0,1/14/2020 0:00,2020,1,Tuesday,0,,,42.328727,-71.07626,"(42.32872700, -71.07626000)"
202003516,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11, ,0,1/14/2020 0:00,2020,1,Tuesday,0,,,42.306026,-71.058789,"(42.30602600, -71.05878900)"
202003515,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,794,0,1/13/2020 11:20,2020,1,Monday,11,,COMMONWEALTH AVE,42.350071,-71.132029,"(42.35007100, -71.13202900)"
202003514,3301,,VERBAL DISPUTE,D4,273,0,1/13/2020 22:59,2020,1,Monday,22,,NORTHAMPTON ST,42.33665,-71.07841,"(42.33665000, -71.07841000)"
202003513,3301,,VERBAL DISPUTE,B3,449,0,1/13/2020 23:34,2020,1,Monday,23,,MILLET ST,42.292099,-71.076347,"(42.29209900, -71.07634700)"
202003512,3301,,VERBAL DISPUTE,D4,618,0,1/13/2020 22:33,2020,1,Monday,22,,HEMENWAY ST,42.341465,-71.090827,"(42.34146500, -71.09082700)"
202003511,3115,,INVESTIGATE PERSON,E18,533,0,1/13/2020 21:42,2020,1,Monday,21,,KNIGHT ST,42.245633,-71.133293,"(42.24563300, -71.13329300)"
202003510,616,,LARCENY THEFT OF BICYCLE,D4,167,0,1/13/2020 18:15,2020,1,Monday,18,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
202003508,3501,,MISSING PERSON,D14,778,0,1/2/2020 15:20,2020,1,Thursday,15,,WASHINGTON ST,42.349055,-71.150498,"(42.34905500, -71.15049800)"
202003507,2670,,HARASSMENT/ CRIMINAL HARASSMENT,A7,20,0,1/13/2020 22:14,2020,1,Monday,22,,CHELSEA ST,42.376383,-71.031241,"(42.37638300, -71.03124100)"
202003506,2647,,THREATS TO DO BODILY HARM,B2,585,0,1/13/2020 16:00,2020,1,Monday,16,,IROQUOIS ST,42.330146,-71.104444,"(42.33014600, -71.10444400)"
202003505,1402,,VANDALISM,E13,916,0,1/12/2020 16:00,2020,1,Sunday,16,,PARKER ST,42.324694,-71.100879,"(42.32469400, -71.10087900)"
202003504,3410,,TOWED MOTOR VEHICLE,C11,393,0,1/13/2020 22:03,2020,1,Monday,22,,WRENTHAM ST,42.287906,-71.061998,"(42.28790600, -71.06199800)"
202003503,3301,,VERBAL DISPUTE,B3,453,0,1/13/2020 21:54,2020,1,Monday,21,,SCHOOL ST,42.297027,-71.075765,"(42.29702700, -71.07576500)"
202003502,3301,,VERBAL DISPUTE,C6,914,0,1/13/2020 21:31,2020,1,Monday,21,,HENRY STERLING SQ,42.326922,-71.054475,"(42.32692200, -71.05447500)"
202003501,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,572,0,1/13/2020 21:24,2020,1,Monday,21,,SCHOOL ST,42.313445,-71.097756,"(42.31344500, -71.09775600)"
202003500,301,,ROBBERY,D4, ,0,1/13/2020 21:36,2020,1,Monday,21,,,42.342744,-71.087007,"(42.34274400, -71.08700700)"
202003499,540,,BURGLARY - COMMERICAL,D4,138,0,1/12/2020 18:00,2020,1,Sunday,18,,NEWBURY ST,42.34942,-71.083158,"(42.34942000, -71.08315800)"
202003498,3115,,INVESTIGATE PERSON,B3,442,0,1/13/2020 21:32,2020,1,Monday,21,,BERNARD ST,42.293509,-71.079913,"(42.29350900, -71.07991300)"
202003497,3201,,PROPERTY - LOST/ MISSING,E18,523,0,1/13/2020 20:39,2020,1,Monday,20,,HYDE PARK AVE,42.2426,-71.13035,"(42.24260000, -71.13035000)"
202003496,301,,ROBBERY,A7,17,0,1/13/2020 19:47,2020,1,Monday,19,,CHELSEA ST,42.37945,-71.0277,"(42.37945000, -71.02770000)"
202003495,3115,,INVESTIGATE PERSON,E18,539,0,1/13/2020 20:52,2020,1,Monday,20,,THOMPSON ST,42.251255,-71.134769,"(42.25125500, -71.13476900)"
202003494,1402,,VANDALISM,C11,462,0,1/13/2020 21:14,2020,1,Monday,21,,ROSSETER ST,42.303343,-71.074167,"(42.30334300, -71.07416700)"
202003493,613,,LARCENY SHOPLIFTING,A1,112,0,1/13/2020 18:39,2020,1,Monday,18,,WASHINGTON ST,42.355123,-71.060879,"(42.35512300, -71.06087900)"
202003492,3114,,INVESTIGATE PROPERTY,E18,484,0,1/13/2020 20:50,2020,1,Monday,20,,OSCEOLA ST,42.262645,-71.102934,"(42.26264500, -71.10293400)"
202003491,801,,ASSAULT - SIMPLE,B2,327,0,1/13/2020 14:30,2020,1,Monday,14,,WAYLAND ST,42.313689,-71.07427,"(42.31368900, -71.07427000)"
202003490,3301,,VERBAL DISPUTE,A1,86,0,1/13/2020 20:35,2020,1,Monday,20,,WIGET ST,42.364007,-71.056162,"(42.36400700, -71.05616200)"
202003489,2907,,VAL - OPERATING AFTER REV/SUSP.,E18,498,0,1/13/2020 20:44,2020,1,Monday,20,,HYDE PARK AVE,42.273809,-71.11996,"(42.27380900, -71.11996000)"
202003488,3301,,VERBAL DISPUTE,B3,418,0,1/13/2020 20:25,2020,1,Monday,20,,SELDEN ST,42.280893,-71.080374,"(42.28089300, -71.08037400)"
202003487,3115,,INVESTIGATE PERSON,B2,328,0,1/13/2020 17:26,2020,1,Monday,17,,INTERVALE ST,42.309421,-71.0746,"(42.30942100, -71.07460000)"
202003486,1402,,VANDALISM,A1,116,0,1/12/2020 0:00,2020,1,Sunday,0,,EDINBORO ST,42.352072,-71.059753,"(42.35207200, -71.05975300)"
202003485,3301,,VERBAL DISPUTE,B2,319,0,1/13/2020 20:36,2020,1,Monday,20,,NAZING CT,42.307524,-71.087204,"(42.30752400, -71.08720400)"
202003484,3305,,DRUNKENNESS,E13,609,0,1/13/2020 20:19,2020,1,Monday,20,,S HUNTINGTON AVE,42.322352,-71.112189,"(42.32235200, -71.11218900)"
202003483,801,,ASSAULT - SIMPLE,A7,26,0,1/13/2020 20:21,2020,1,Monday,20,,BORDER ST,42.377875,-71.039952,"(42.37787500, -71.03995200)"
202003482,3006,,SICK/INJURED/MEDICAL - PERSON,A1,77,0,1/3/2020 17:50,2020,1,Friday,17,,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)"
202003481,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,282,0,1/13/2020 0:00,2020,1,Monday,0,,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
202003480,3115,,INVESTIGATE PERSON,E18,522,0,1/13/2020 20:00,2020,1,Monday,20,,EASTON AVE,42.249993,-71.123448,"(42.24999300, -71.12344800)"
202003479,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,273,0,1/13/2020 19:30,2020,1,Monday,19,,NORTHAMPTON ST,42.33665,-71.07841,"(42.33665000, -71.07841000)"
202003477,3301,,VERBAL DISPUTE,C11,355,0,1/10/2020 0:00,2020,1,Friday,0,,GIBSON ST,42.297555,-71.059709,"(42.29755500, -71.05970900)"
202003476,3005,,SICK ASSIST,E5,932,0,1/13/2020 19:44,2020,1,Monday,19,,WASHINGTON ST,42.258518,-71.160303,"(42.25851800, -71.16030300)"
202003475,3115,,INVESTIGATE PERSON,D4,167,0,1/13/2020 11:30,2020,1,Monday,11,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)"
202003474,617,,LARCENY THEFT FROM BUILDING,A7,19,0,1/13/2020 17:00,2020,1,Monday,17,,BENNINGTON ST,42.377246,-71.032597,"(42.37724600, -71.03259700)"
202003473,3301,,VERBAL DISPUTE,D14,758,0,1/13/2020 19:31,2020,1,Monday,19,,MONTFERN AVE,42.351052,-71.164511,"(42.35105200, -71.16451100)"
202003472,3005,,SICK ASSIST,B3,418,0,1/13/2020 18:55,2020,1,Monday,18,,NELSON ST,42.280964,-71.081824,"(42.28096400, -71.08182400)"
202003471,3207,,PROPERTY - FOUND,D4,134,0,1/13/2020 18:58,2020,1,Monday,18,,BOYLSTON ST,42.350378,-71.076261,"(42.35037800, -71.07626100)"
202003469,3201,,PROPERTY - LOST/ MISSING,E13,574,0,1/11/2020 21:00,2020,1,Saturday,21,,WASHINGTON ST,42.309718,-71.104294,"(42.30971800, -71.10429400)"
202003468,3005,,SICK ASSIST,E5,711,0,1/13/2020 18:06,2020,1,Monday,18,,HIGH VIEW AVE,42.267279,-71.152004,"(42.26727900, -71.15200400)"
202003467,801,,ASSAULT - SIMPLE,A1, ,0,1/13/2020 18:54,2020,1,Monday,18,,,42.364343,-71.059876,"(42.36434300, -71.05987600)"
202003466,3201,,PROPERTY - LOST/ MISSING,E5,822,0,1/13/2020 18:24,2020,1,Monday,18,,WASHINGTON ST,42.265336,-71.152599,"(42.26533600, -71.15259900)"
202003465,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E18,520,0,1/13/2020 19:20,2020,1,Monday,19,,HYDE PARK AVE,42.256215,-71.124019,"(42.25621500, -71.12401900)"
202003464,801,,ASSAULT - SIMPLE,B2,282,0,1/5/2020 14:30,2020,1,Sunday,14,,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
202003463,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E18,520,0,1/13/2020 19:19,2020,1,Monday,19,,HYDE PARK AVE,42.256215,-71.124019,"(42.25621500, -71.12401900)"
202003462,613,,LARCENY SHOPLIFTING,D4,170,0,1/13/2020 17:42,2020,1,Monday,17,,WASHINGTON ST,42.337679,-71.075291,"(42.33767900, -71.07529100)"
202003461,1402,,VANDALISM,B2,306,0,1/13/2020 17:23,2020,1,Monday,17,,COBDEN ST,42.317419,-71.095679,"(42.31741900, -71.09567900)"
202003460,3005,,SICK ASSIST,B3,456,0,1/13/2020 18:35,2020,1,Monday,18,,HARLEM ST,42.300216,-71.080979,"(42.30021600, -71.08097900)"
202003459,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4,167,0,1/13/2020 18:28,2020,1,Monday,18,,,42.340175,-71.068604,"(42.34017500, -71.06860400)"
202003458,3005,,SICK ASSIST,C11,347,0,1/13/2020 18:31,2020,1,Monday,18,,EAST ST,42.307581,-71.058838,"(42.30758100, -71.05883800)"
202003457,2670,,HARASSMENT/ CRIMINAL HARASSMENT,E13,574,0,1/12/2020 19:02,2020,1,Sunday,19,,WASHINGTON ST,42.309718,-71.104294,"(42.30971800, -71.10429400)"
202003456,3005,,SICK ASSIST,B2,306,0,1/13/2020 18:44,2020,1,Monday,18,,CODMAN PARK,42.319046,-71.093999,"(42.31904600, -71.09399900)"
202003455,3501,,MISSING PERSON,B2,282,0,1/13/2020 11:30,2020,1,Monday,11,,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
202003454,1102,,FRAUD - FALSE PRETENSE / SCHEME,E13,606,0,1/13/2020 18:19,2020,1,Monday,18,,S HUNTINGTON AVE,42.329552,-71.111124,"(42.32955200, -71.11112400)"
202003453,2907,,VAL - OPERATING AFTER REV/SUSP.,E18,523,0,1/13/2020 18:11,2020,1,Monday,18,,HYDE PARK AVE,42.2426,-71.13035,"(42.24260000, -71.13035000)"
202003452,3502,,MISSING PERSON - LOCATED,B2,282,0,1/13/2020 11:30,2020,1,Monday,11,,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
202003451,724,,AUTO THEFT,B3,435,0,1/13/2020 18:00,2020,1,Monday,18,,MILTON AVE,42.284105,-71.076872,"(42.28410500, -71.07687200)"
202003450,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B2,282,0,1/12/2020 17:00,2020,1,Sunday,17,,WASHINGTON ST,42.328662,-71.085634,"(42.32866200, -71.08563400)"
202003449,613,,LARCENY SHOPLIFTING,C6,186,0,1/13/2020 17:25,2020,1,Monday,17,,ALLSTATE RD,42.326142,-71.063382,"(42.32614200, -71.06338200)"
202003448,3301,,VERBAL DISPUTE,D4,273,0,1/13/2020 18:08,2020,1,Monday,18,,NORTHAMPTON ST,42.337296,-71.079195,"(42.33729600, -71.07919500)"
202003447,423,,ASSAULT - AGGRAVATED,A7,33,0,1/1/2020 6:00,2020,1,Wednesday,6,,SUMNER ST,42.365438,-71.031841,"(42.36543800, -71.03184100)"
202003446,3810,Drug Violation,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,E13, ,0,1/13/2020 17:35,2020,1,Monday,17,,,42.319424,-71.10315,"(42.31942400, -71.10315000)"
202003445,3802,Drug Violation,M/V ACCIDENT - PROPERTY DAMAGE,E18,495,0,1/13/2020 18:30,2020,1,Monday,18,,CENTRAL AVE,42.262565,-71.118682,"(42.26256500, -71.11868200)"
202003444,613,Missing Person Reported,LARCENY SHOPLIFTING,C11,385,0,1/13/2020 17:33,2020,1,Monday,17,,GALLIVAN BLVD,42.284105,-71.046089,"(42.28410500, -71.04608900)"
202003443,3301,Medical Assistance,VERBAL DISPUTE,B3,434,0,1/13/2020 18:13,2020,1,Monday,18,,CAPEN ST,42.283876,-71.080993,"(42.28387600, -71.08099300)"
202003442,613,Investigate Person,LARCENY SHOPLIFTING,D4,138,0,1/13/2020 18:03,2020,1,Monday,18,,BOYLSTON ST,42.348623,-71.082776,"(42.34862300, -71.08277600)"
202003440,3115,Investigate Person,INVESTIGATE PERSON,C11,342,0,1/13/2020 17:09,2020,1,Monday,17,,GENEVA AVE,42.30135,-71.067964,"(42.30135000, -71.06796400)"
202003439,614,Investigate Person,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,41,0,1/12/2020 16:00,2020,1,Sunday,16,,VINE ST,42.376631,-71.055931,"(42.37663100, -71.05593100)"
202003438,423,Property Lost,ASSAULT - AGGRAVATED,B2,321,0,1/13/2020 18:08,2020,1,Monday,18,,,42.309525,-71.082618,"(42.30952500, -71.08261800)"
